"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO"
"MONIQUE BARBOSA FREITAS";"PARA";"DEPUTADO ESTADUAL";"17555";"PARTIDO SOCIAL LIBERAL"
"MONIQUE DA SILVA BARBOSA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5578";"PARTIDO SOCIAL DEMOCRATICO"
"MURILO ALVES DE OLIVEIRA";"GOIAS";"DEPUTADO ESTADUAL";"31999";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"NADIR SEVERINA DA SILVA GONCALVES";"SAO PAULO";"DEPUTADO ESTADUAL";"70065";"AVANTE"
"NAHLA CAMILA DO ESPIRITO SANTO DOS SANTOS";"SAO PAULO";"DEPUTADO FEDERAL";"2201";"PARTIDO DA REPUBLICA"
"NAIARA OLIVEIRA GUITTI MENEZES";"MINAS GERAIS";"DEPUTADO FEDERAL";"3536";"PARTIDO DA MULHER BRASILEIRA"
"NAIARA SANTOS DE SOUZA";"AMAPA";"DEPUTADO ESTADUAL";"44289";"PARTIDO REPUBLICANO PROGRESSISTA"
"NAIR DO CARMO DOS SANTOS";"SERGIPE";"DEPUTADO ESTADUAL";"21111";"PARTIDO COMUNISTA BRASILEIRO"
"NANCI MARI RAFAGNIN ANDREOLA";"PARANA";"DEPUTADO ESTADUAL";"12456";"PARTIDO DEMOCRATICO TRABALHISTA"
"NAPOLEAO DO NASCIMENTO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"31933";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"NATALI LOCATELLI";"BAHIA";"DEPUTADO ESTADUAL";"31005";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"NATALIA GABRIELA PINTO";"MINAS GERAIS";"DEPUTADO FEDERAL";"1901";"PODEMOS"
"NATHALIA BRAVIM ROCHA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"70500";"AVANTE"
"NATHANIEL JOSE LOPES DA COSTA ";"MINAS GERAIS";"DEPUTADO ESTADUAL";"14441";"PARTIDO TRABALHISTA BRASILEIRO"
"NAUBER BRAGA DE MENESES";"MARANHAO";"DEPUTADO FEDERAL";"3678";"PARTIDO TRABALHISTA CRISTAO"
"NAZARENO MOSTARDA NETO";"SAO PAULO";"DEPUTADO FEDERAL";"4399";"PARTIDO VERDE"
"NEILTON MIRANDA VASCO";"GOIAS";"DEPUTADO ESTADUAL";"77898";"SOLIDARIEDADE"
"NEIVA RISANGELA BARROSO GAIA DA SILVA";"AMAPA";"DEPUTADO ESTADUAL";"10125";"PARTIDO REPUBLICANO BRASILEIRO"
"NEIVA SCHLICKMANN";"BAHIA";"1º SUPLENTE";"290";"PARTIDO DA CAUSA OPERARIA"
"NELSON CLARO PAULINO";"SAO PAULO";"DEPUTADO FEDERAL";"5117";"PATRIOTA"
"NERIVALDO MONTEIRO";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"65234";"PARTIDO COMUNISTA DO BRASIL"
"NEWTON MELLO MOTTA NETO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1588";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"NICANOR JUSTINIANO GOMES ";"MINAS GERAIS";"DEPUTADO FEDERAL";"3148";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"NICOLAU ANTONIO DE LIMA";"MINAS GERAIS";"DEPUTADO FEDERAL";"3637";"PARTIDO TRABALHISTA CRISTAO"
"NILDA MARIA CONCEICAO DE SOUZA";"RONDONIA";"DEPUTADO ESTADUAL";"16555";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"NILSON DA SILVA PIRES";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"2728";"DEMOCRACIA CRISTA"
"NILSON JOSE DOS SANTOS";"MATO GROSSO";"DEPUTADO FEDERAL";"1234";"PARTIDO DEMOCRATICO TRABALHISTA"
"NILTON BALBINO";"RONDONIA";"DEPUTADO FEDERAL";"1406";"PARTIDO TRABALHISTA BRASILEIRO"
"NILZA BARBOSA RODRIGUES";"MATO GROSSO";"DEPUTADO FEDERAL";"2030";"PARTIDO SOCIAL CRISTAO"
"NILZA NASCIMENTO DA SILVA";"ACRE";"DEPUTADO ESTADUAL";"77577";"SOLIDARIEDADE"
"NIVALDO VIRGILIO DE LIMA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"90500";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"NOELI CARDOSO HOMEM";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"1919";"PODEMOS"
"NOELLY GOMES DA SILVA";"PERNAMBUCO";"DEPUTADO FEDERAL";"9063";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"NORMA REGINA SILVA BOMFIM BARROS";"SERGIPE";"DEPUTADO ESTADUAL";"44123";"PARTIDO REPUBLICANO PROGRESSISTA"
"NORMA ROSA CORREA";"SANTA CATARINA";"DEPUTADO ESTADUAL";"45100";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"NORMANDO NATUREZA BRITO DANTAS";"PARA";"DEPUTADO ESTADUAL";"18999";"REDE SUSTENTABILIDADE"
"OCIMAR DE ARAUJO MONTEIRO";"SAO PAULO";"DEPUTADO ESTADUAL";"27548";"DEMOCRACIA CRISTA"
"ODAIR JOSE DE CARVALHO";"SANTA CATARINA";"DEPUTADO ESTADUAL";"55500";"PARTIDO SOCIAL DEMOCRATICO"
"ODENILDO SOARES BRAGA";"SAO PAULO";"DEPUTADO ESTADUAL";"27345";"DEMOCRACIA CRISTA"
"ODILEIDA MARIA DE SOUSA SAMPAIO";"PARA";"DEPUTADO ESTADUAL";"45900";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"ODMIR ALVES PEREIRA";"SAO PAULO";"DEPUTADO ESTADUAL";"90600";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"OMAR FRANCISCO DO SEIXO KADRI";"MATO GROSSO DO SUL";"1º SUPLENTE";"190";"PODEMOS"
"ONEIDE RIBEIRO DE LIMA";"RONDONIA";"DEPUTADO ESTADUAL";"13138";"PARTIDO DOS TRABALHADORES"
"ORLANDO BISPO DE LISBOA";"SERGIPE";"DEPUTADO ESTADUAL";"33222";"PARTIDO DA MOBILIZACAO NACIONAL"
"OSMAR ANLETO MACIEL";"SAO PAULO";"DEPUTADO ESTADUAL";"19527";"PODEMOS"
"OSMAR PEREIRA BRITO";"SAO PAULO";"DEPUTADO ESTADUAL";"29429";"PARTIDO DA CAUSA OPERARIA"
"OSMAR SEVERO";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"90655";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"OSVALDINA CARDOSO MARTINS";"GOIAS";"DEPUTADO ESTADUAL";"27110";"DEMOCRACIA CRISTA"
"OSVALDO SOARES DE BRITTO";"RONDONIA";"DEPUTADO ESTADUAL";"45155";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"OSWALDO HELDER DE OLIVEIRA ALVES";"PERNAMBUCO";"2º SUPLENTE";"290";"PARTIDO DA CAUSA OPERARIA"
"OTACILIO RODRIGUES BARROS";"AMAZONAS";"DEPUTADO ESTADUAL";"43007";"PARTIDO VERDE"
"OZENY DE SOUZA BRITO";"BAHIA";"DEPUTADO ESTADUAL";"36130";"PARTIDO TRABALHISTA CRISTAO"
"OZIMEIRE MACIEL DE OLIVEIRA";"CEARA";"DEPUTADO ESTADUAL";"18666";"REDE SUSTENTABILIDADE"
"PABLO HENRIQUE DA SILVA SANTOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70113";"AVANTE"
"PABLO VALENTE TEIXEIRA BANDEIRA";"AMAPA";"DEPUTADO ESTADUAL";"51123";"PATRIOTA"
"PALOMA PRISCILA DA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"7052";"AVANTE"
"PATRICIA CARDOSO DINIZ";"PARA";"DEPUTADO ESTADUAL";"31477";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"PATRICIA CASAGRANDE";"SANTA CATARINA";"DEPUTADO ESTADUAL";"15888";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"PATRICIA DE LELIS TESTONI";"RONDONIA";"DEPUTADO FEDERAL";"4404";"PARTIDO REPUBLICANO PROGRESSISTA"
"PATRICIA GARCIA NORONHA";"SAO PAULO";"DEPUTADO ESTADUAL";"19223";"PODEMOS"
"PATRICIA GIMENES RAMOS";"PARANA";"DEPUTADO FEDERAL";"6581";"PARTIDO COMUNISTA DO BRASIL"
"PATRICIA LUCIA DE SOUZA ROMAO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"77444";"SOLIDARIEDADE"
"PATRICIA RODRIGUES DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"13103";"PARTIDO DOS TRABALHADORES"
"PAULA HARTMANN ATUA BORGES";"MATO GROSSO";"DEPUTADO FEDERAL";"7744";"SOLIDARIEDADE"
"PAULA MARIA DA CONCEICAO GOMES DOS SANTOS";"PERNAMBUCO";"DEPUTADO FEDERAL";"5455";"PARTIDO PATRIA LIVRE"
"PAULA SANTIAGO GONCALVES";"PARANA";"DEPUTADO FEDERAL";"1535";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"PAULA VANESSA DE OLIVEIRA LOPES";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"9009";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"PAULO ALBERTO LIMA VIANA";"CEARA";"DEPUTADO FEDERAL";"5004";"PARTIDO SOCIALISMO E LIBERDADE"
"PAULO ALVES CORREA";"SAO PAULO";"1º SUPLENTE";"400";"PARTIDO VERDE"
"PAULO ANDRE NASCIMENTO BATISTA";"AMAPA";"DEPUTADO ESTADUAL";"51777";"PATRIOTA"
"PAULO APOLINARIO DA SILVA JUNIOR";"PERNAMBUCO";"DEPUTADO ESTADUAL";"44000";"PARTIDO REPUBLICANO PROGRESSISTA"
"PAULO AUGUSTO DE AZEVEDO VALERIO";"SAO PAULO";"DEPUTADO ESTADUAL";"19021";"PODEMOS"
"PAULO AUGUSTO GOMES";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"10110";"PARTIDO REPUBLICANO BRASILEIRO"
"PAULO CAETANO GONCALVES";"PARANA";"DEPUTADO ESTADUAL";"15678";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"PAULO CARDOSO DE ALMEIDA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"22456";"PARTIDO DA REPUBLICA"
"PAULO CESAR DA SILVA FERREIRA";"SAO PAULO";"DEPUTADO FEDERAL";"1054";"PARTIDO REPUBLICANO BRASILEIRO"
"PAULO CEZAR DAMM";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"11233";"PARTIDO PROGRESSISTA"
"PAULO DE TARSO FACO BEZERRA";"CEARA";"DEPUTADO FEDERAL";"5123";"PATRIOTA"
"PAULO ESTEVAO DA CRUZ E SOUZA";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"1955";"PODEMOS"
"PAULO FERRAZ ALVES";"AMAZONAS";"DEPUTADO FEDERAL";"5070";"PARTIDO SOCIALISMO E LIBERDADE"
"PAULO HENRIQUE DE PAULA SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"43553";"PARTIDO VERDE"
"PAULO PORTELA MOITA";"CEARA";"DEPUTADO ESTADUAL";"51234";"PATRIOTA"
"PAULO RICARDO BOTELHO E SILVA";"PERNAMBUCO";"DEPUTADO FEDERAL";"5023";"PARTIDO SOCIALISMO E LIBERDADE"
"PAULO RICARDO DA LUZ DE MELO";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"9099";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"PAULO ROBERTO ANTUNES DOS SANTOS";"SANTA CATARINA";"DEPUTADO ESTADUAL";"51345";"PATRIOTA"
"PAULO ROBERTO DE MORAIS CANDIDO";"GOIAS";"DEPUTADO ESTADUAL";"45556";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"PAULO ROBERTO DE PAULA PENA";"PARA";"2º SUPLENTE";"111";"PARTIDO PROGRESSISTA"
"PAULO VITOR DA SILVA";"PARANA";"DEPUTADO ESTADUAL";"28552";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"PEDRILSON SILVEIRA";"GOIAS";"DEPUTADO ESTADUAL";"51005";"PATRIOTA"
"PEDRINA MARIA DOS SANTOS OLIVEIRA";"MARANHAO";"DEPUTADO ESTADUAL";"90456";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"PEDRO ARAUJO DOS SANTOS";"BAHIA";"DEPUTADO FEDERAL";"2536";"DEMOCRATAS"
"PEDRO CHAVES DOS SANTOS FILHO";"MATO GROSSO DO SUL";"SENADOR";"109";"PARTIDO REPUBLICANO BRASILEIRO"
"PEDRO DE ALMEIDA SOUZA";"RORAIMA";"DEPUTADO ESTADUAL";"14554";"PARTIDO TRABALHISTA BRASILEIRO"
"PEDRO JORGE COUTINHO GUERRA";"PARAIBA";"DEPUTADO ESTADUAL";"15000";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"PRISCILA DO NASCIMENTO LIMA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"55193";"PARTIDO SOCIAL DEMOCRATICO"
"PRISCILLA DE DIO SANTOS PONDE";"SAO PAULO";"DEPUTADO FEDERAL";"1880";"REDE SUSTENTABILIDADE"
"QUITERIA MARIA DE JESUS SANTOS";"ALAGOAS";"DEPUTADO ESTADUAL";"11369";"PARTIDO PROGRESSISTA"
"QUITERIA RISALVA ROSA VIEIRA";"CEARA";"DEPUTADO FEDERAL";"2377";"PARTIDO POPULAR SOCIALISTA"
"RADAMEDIO PEREIRA BRITO";"PIAUI";"DEPUTADO FEDERAL";"5030";"PARTIDO SOCIALISMO E LIBERDADE"
"RAFAEL DAVI CAMPOS";"SANTA CATARINA";"DEPUTADO ESTADUAL";"40007";"PARTIDO SOCIALISTA BRASILEIRO"
"RAFAEL DOS SANTOS BARREIRA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"65420";"PARTIDO COMUNISTA DO BRASIL"
"RAFAEL EDUARDO NASCIMENTO COSTA";"AMAPA";"2º SUPLENTE";"147";"PARTIDO TRABALHISTA BRASILEIRO"
"RAFAEL RIOS DE ARAUJO";"BAHIA";"DEPUTADO ESTADUAL";"77111";"SOLIDARIEDADE"
"RAFAEL WALFREDO GONZAGA";"GOIAS";"2º SUPLENTE";"111";"PARTIDO PROGRESSISTA"
"RAFAELA DE ABREU MOREIRA CAFE";"MINAS GERAIS";"DEPUTADO FEDERAL";"7709";"SOLIDARIEDADE"
"RAFAELA RAISA DA SILVA MENEZES";"RORAIMA";"DEPUTADO ESTADUAL";"90001";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"RAIMUNDO ALMEIDA DOS SANTOS";"AMAPA";"DEPUTADO ESTADUAL";"43111";"PARTIDO VERDE"
"RAIMUNDO ANTONIO DE MACEDO";"CEARA";"DEPUTADO ESTADUAL";"15222";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"RAIMUNDO DOS SANTOS VIEIRA";"RONDONIA";"DEPUTADO ESTADUAL";"23213";"PARTIDO POPULAR SOCIALISTA"
"RAIMUNDO DUARTE LUNA";"AMAZONAS";"DEPUTADO ESTADUAL";"45689";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"RAIMUNDO JOSE CAMPOS";"MARANHAO";"DEPUTADO ESTADUAL";"13213";"PARTIDO DOS TRABALHADORES"
"RAIMUNDO LOPES MORENO E SILVA";"MARANHAO";"DEPUTADO ESTADUAL";"45013";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"RAIMUNDO MIRANDO DOS SANTOS FILHOS";"SAO PAULO";"DEPUTADO ESTADUAL";"36221";"PARTIDO TRABALHISTA CRISTAO"
"RAIMUNDO NONATO LEMOS CADILHE";"MARANHAO";"DEPUTADO FEDERAL";"1530";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"RANIELE FERREIRA NOBREGA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"35989";"PARTIDO DA MULHER BRASILEIRA"
"RANIELLY NAYARA FIGUEIRA LOBATO";"AMAPA";"DEPUTADO ESTADUAL";"31888";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"RAQUEL LIMA DE SOUZA";"CEARA";"VICE-GOVERNADOR";"50";"PARTIDO COMUNISTA BRASILEIRO"
"RAQUEL VITORINO CARNEIRO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"20820";"PARTIDO SOCIAL CRISTAO"
"RAUDILENE SILVEIRA PEREIRA LACERDA";"PARAIBA";"DEPUTADO ESTADUAL";"20345";"PARTIDO SOCIAL CRISTAO"
"RAYLSON KOS SANTOS";"MARANHAO";"DEPUTADO ESTADUAL";"13002";"PARTIDO DOS TRABALHADORES"
"REGIANE DE SOUZA";"RORAIMA";"DEPUTADO ESTADUAL";"54110";"PARTIDO PATRIA LIVRE"
"REGIANE SILVA MIRANDA";"GOIAS";"DEPUTADO ESTADUAL";"12369";"PARTIDO DEMOCRATICO TRABALHISTA"
"REGINA CELIA MARIA BARACHO DA SILVA";"PARAIBA";"DEPUTADO FEDERAL";"3636";"PARTIDO TRABALHISTA CRISTAO"
"REGINA MARIA AMORA FERNANDES";"PARANA";"DEPUTADO ESTADUAL";"70700";"AVANTE"
"REGINALDO BACCI ACUNHA";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"1801";"REDE SUSTENTABILIDADE"
"REGINALDO FERNANDES DE SOUSA";"GOIAS";"DEPUTADO ESTADUAL";"31531";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"REGINALDO PADILHA AGUIAR";"AMAPA";"DEPUTADO ESTADUAL";"51234";"PATRIOTA"
"REIJANE GOMES DE SOUZA";"TOCANTINS";"DEPUTADO FEDERAL";"2820";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"REINALDO JOSE DE ALMEIDA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5501";"PARTIDO SOCIAL DEMOCRATICO"
"RENALDO TORRES DE LIMA";"CEARA";"DEPUTADO ESTADUAL";"11011";"PARTIDO PROGRESSISTA"
"RENAN DE OLIVEIRA LOBO";"GOIAS";"DEPUTADO ESTADUAL";"90090";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"RENATA PEREIRA DE ALBUQUERQUE BRANDAO";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"19888";"PODEMOS"
"RENATA PEREIRA DOS SANTOS SILVEIRA";"PIAUI";"DEPUTADO FEDERAL";"1765";"PARTIDO SOCIAL LIBERAL"
"RENE ALEXANDRE SILVA DE MELO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"3116";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"RENI ANTONIA GREIN CRISTO";"RONDONIA";"DEPUTADO ESTADUAL";"65333";"PARTIDO COMUNISTA DO BRASIL"
"RENISVALDO DE OLIVEIRA";"RONDONIA";"DEPUTADO ESTADUAL";"43555";"PARTIDO VERDE"
"RHAYSSA ALVES FELIPE DOS SANTOS";"PERNAMBUCO";"DEPUTADO FEDERAL";"2345";"PARTIDO POPULAR SOCIALISTA"
"RICARDO AUGUSTO MOREIRA  ";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"17172";"PARTIDO SOCIAL LIBERAL"
"RICARDO CRACHINESKI GOMYDE";"PARANA";"DEPUTADO FEDERAL";"4010";"PARTIDO SOCIALISTA BRASILEIRO"
"RICARDO DONISETE DOS SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"36999";"PARTIDO TRABALHISTA CRISTAO"
"RICARDO OLIVEIRA SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"12015";"PARTIDO DEMOCRATICO TRABALHISTA"
"RICARDO VASCONCELOS CORDEIRO";"ESPIRITO SANTO";"2º SUPLENTE";"456";"DEMOCRATAS"
"RILHAENE APARECIDA JIALDI FREZE";"ACRE";"DEPUTADO ESTADUAL";"51353";"PATRIOTA"
"RITA DE CASSIA DE ARAUJO";"GOIAS";"DEPUTADO FEDERAL";"3102";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"RITA MARIA DA SILVA SIQUEIRA";"AMAZONAS";"DEPUTADO FEDERAL";"4004";"PARTIDO SOCIALISTA BRASILEIRO"
"RIZANE DE SOUZA ALENCAR";"ACRE";"DEPUTADO ESTADUAL";"45666";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"ROBERT JOSE MIRANDA LIMA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"27444";"DEMOCRACIA CRISTA"
"ROBERTA KELLY SILVA FLORENCIO";"SAO PAULO";"DEPUTADO FEDERAL";"2733";"DEMOCRACIA CRISTA"
"ROBERTO DANIEL DUARTE";"SAO PAULO";"DEPUTADO ESTADUAL";"70025";"AVANTE"
"ROBERTO DE BARROS BATISTA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"14198";"PARTIDO TRABALHISTA BRASILEIRO"
"ROBERTO DE OLIVEIRA ROSA";"SAO PAULO";"DEPUTADO ESTADUAL";"51167";"PATRIOTA"
"ROBERTO JORGE RAMOS BEZERRA CAVALCANTI";"PERNAMBUCO";"DEPUTADO ESTADUAL";"17730";"PARTIDO SOCIAL LIBERAL"
"ROBERTO JUNIOR DE SOUZA";"SANTA CATARINA";"DEPUTADO FEDERAL";"1500";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"ROBERTO MARCONDES ANDRADE DE TOLEDO";"PARA";"DEPUTADO ESTADUAL";"20111";"PARTIDO SOCIAL CRISTAO"
"ROBERTO MARCOS DE JESUS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"50654";"PARTIDO SOCIALISMO E LIBERDADE"
"ROBERTO MESQUITA DA SILVEIRA JUNIOR";"CEARA";"DEPUTADO ESTADUAL";"90789";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"ROBERTO NUNES DE ARAUJO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"51051";"PATRIOTA"
"ROBERTO PEDRO PRUDENCIO NETO";"SANTA CATARINA";"DEPUTADO ESTADUAL";"55222";"PARTIDO SOCIAL DEMOCRATICO"
"ROBERTO PROCACIO DA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"7778";"SOLIDARIEDADE"
"ROBERTO SANTOS DURAES";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"1788";"PARTIDO SOCIAL LIBERAL"
"ROBERTO SILVA DA COSTA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90100";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"ROBERVAL SAKAI BASTOS PINTO";"SAO PAULO";"DEPUTADO FEDERAL";"3500";"PARTIDO DA MULHER BRASILEIRA"
"ROBSON ANTONIO SILVA SANTOS";"BAHIA";"DEPUTADO ESTADUAL";"44630";"PARTIDO REPUBLICANO PROGRESSISTA"
"ROBSON BARRADAS DUFRAYER";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"12667";"PARTIDO DEMOCRATICO TRABALHISTA"
"ROBSON DE OLIVEIRA IGNEZ";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90615";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"ROBSON LISBOA GOMES";"SERGIPE";"DEPUTADO ESTADUAL";"43043";"PARTIDO VERDE"
"ROBSON LUIZ CERON ";"SANTA CATARINA";"2º SUPLENTE";"500";"PARTIDO COMUNISTA BRASILEIRO"
"ROBSON LUIZ TREBIN DE MELO";"SANTA CATARINA";"DEPUTADO FEDERAL";"2828";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"ROBSON PAES BARRETO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2270";"PARTIDO DA REPUBLICA"
"ROBSON RIOS PORTELA";"MARANHAO";"DEPUTADO ESTADUAL";"20222";"PARTIDO SOCIAL CRISTAO"
"ROBSON SANTOS CORREIA ";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"3145";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"ROBSON SILVA MOREIRA";"BAHIA";"DEPUTADO FEDERAL";"1574";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"ROBSON SOUSA DE BRITO";"AMAPA";"DEPUTADO ESTADUAL";"25007";"DEMOCRATAS"
"RODINEI MOURA RAMOS";"AMAZONAS";"DEPUTADO ESTADUAL";"90777";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"RODOLPHO HOTH DOS REIS";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"15100";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"RODRIGO BRAGA DA ROCHA";"MINAS GERAIS";"DEPUTADO FEDERAL";"4399";"PARTIDO VERDE"
"RODRIGO RODRIGUES DE SOUZA MARTINS";"PIAUI";"DEPUTADO FEDERAL";"4041";"PARTIDO SOCIALISTA BRASILEIRO"
"ROGELSON SANCHES FONTOURA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"15000";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"ROGEMBERG DA SILVA BARBOSA";"GOIAS";"DEPUTADO ESTADUAL";"10789";"PARTIDO REPUBLICANO BRASILEIRO"
"ROGERIO DA COSTA SCOGNAMILLO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"77150";"SOLIDARIEDADE"
"ROGERIO DIAS CIDADE";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"13789";"PARTIDO DOS TRABALHADORES"
"ROGERIO FELIPPE";"SAO PAULO";"DEPUTADO FEDERAL";"2771";"DEMOCRACIA CRISTA"
"ROGERIO LUIZ CUNHA SERRAO";"AMAZONAS";"DEPUTADO ESTADUAL";"20127";"PARTIDO SOCIAL CRISTAO"
"ROGERIO YURI FARIAS KINTSCHEV";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"10111";"PARTIDO REPUBLICANO BRASILEIRO"
"ROMELIA FERREIRA DE OLIVEIRA SILVA";"PARA";"DEPUTADO ESTADUAL";"20159";"PARTIDO SOCIAL CRISTAO"
"ROMILDA TEIXEIRA SHINTATE";"DISTRITO FEDERAL";"SENADOR";"459";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"ROMILDO CAMPODONIO NUNES";"BAHIA";"DEPUTADO FEDERAL";"9009";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"ROMILDO STOCCO DUPINSKI";"PARANA";"DEPUTADO FEDERAL";"6552";"PARTIDO COMUNISTA DO BRASIL"
"RONALD NASCIMENTO DE SEIXAS";"AMAZONAS";"DEPUTADO ESTADUAL";"13301";"PARTIDO DOS TRABALHADORES"
"RONALDO COTA PINTO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"36192";"PARTIDO TRABALHISTA CRISTAO"
"RONALDO EDUARDO DO NASCIMENTO";"RORAIMA";"DEPUTADO ESTADUAL";"35200";"PARTIDO DA MULHER BRASILEIRA"
"RONALDO PEREIRA RODRIGUES";"SAO PAULO";"DEPUTADO ESTADUAL";"70900";"AVANTE"
"ROSA MARIA VIEIRA";"SAO PAULO";"DEPUTADO FEDERAL";"4341";"PARTIDO VERDE"
"ROSALIA BARBOSA DOS SANTOS";"PARAIBA";"DEPUTADO FEDERAL";"5012";"PARTIDO SOCIALISMO E LIBERDADE"
"ROSALIA FERREIRA DE SOUZA";"RONDONIA";"DEPUTADO ESTADUAL";"13713";"PARTIDO DOS TRABALHADORES"
"ROSANA HELENA DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"5129";"PATRIOTA"
